Sno,Salary,Country,Race
2269,120000,USA,Hispanic
2270,70000,China,Korean
2271,210000,Australia,Asian
2272,140000,USA,White
2273,50000,USA,Hispanic
2274,110000,Australia,Asian
2275,60000,Australia,Australian
2276,160000,China,White
2277,75000,UK,Mixed
2278,200000,USA,Hispanic
2279,100000,Canada,Black
2280,55000,China,Chinese
2281,170000,China,White
2282,90000,USA,African American
2283,80000,Canada,White
2284,180000,China,White
2285,60000,USA,White
2286,120000,USA,White
2287,70000,UK,White
2288,210000,Canada,Black
2289,140000,China,Chinese
2290,50000,USA,White
2291,110000,Canada,Asian
2292,60000,UK,Asian
2293,160000,China,Korean
2294,75000,Canada,Asian
2295,200000,USA,Hispanic
2296,100000,China,Chinese
2297,55000,Canada,Black
2298,170000,UK,Asian
2299,90000,China,Chinese
2300,80000,Australia,White
2301,180000,USA,White
2302,60000,China,Chinese
2303,120000,Australia,Asian
2304,70000,UK,White
2305,210000,Australia,Asian
2306,140000,UK,Welsh
2307,50000,China,White
2308,110000,China,White
2309,60000,China,Chinese
2310,160000,USA,African American
2311,75000,USA,Hispanic
2312,200000,Australia,Asian
2313,100000,Canada,White
2314,55000,Australia,Asian
2315,170000,Australia,Australian
2316,90000,UK,Asian
2317,80000,UK,Welsh
2318,180000,UK,White
2319,60000,USA,Hispanic
2320,120000,Canada,Asian
2321,70000,UK,White
2322,210000,USA,White
2323,140000,Australia,White
2324,50000,China,Chinese
2325,110000,Canada,Black
2326,60000,Australia,White
2327,160000,Australia,White
2328,75000,UK,Asian
2329,200000,Australia,Asian
2330,100000,China,Chinese
2331,55000,USA,White
2332,170000,Canada,Asian
2333,90000,China,Korean
2334,80000,USA,Asian
2335,180000,Australia,Asian
2336,60000,China,Korean
2337,120000,Canada,Black
2338,70000,Canada,White
2339,210000,China,White
2340,140000,USA,African American
2341,50000,China,Korean
2342,110000,Australia,Asian
2343,60000,UK,Asian
2344,160000,China,White
2345,75000,UK,Mixed
2346,200000,China,Korean
2347,100000,UK,Asian
2348,55000,USA,Hispanic
2349,170000,UK,Asian
2350,90000,Australia,Asian
2351,80000,Canada,Black
2352,180000,UK,Welsh
2353,60000,UK,Mixed
2354,120000,UK,Mixed
2355,70000,Canada,Asian
2356,210000,Canada,Black
2357,140000,USA,African American
2358,50000,China,Korean
2359,110000,UK,Welsh
2360,60000,UK,Mixed
2361,160000,Australia,White
2362,75000,UK,Welsh
2363,200000,China,Korean
2364,100000,UK,Asian
2365,55000,China,Korean
2366,170000,UK,White
2367,90000,USA,Asian
2368,80000,UK,Welsh
2369,180000,Australia,Australian
2370,60000,Canada,Black
2371,120000,Australia,Asian
2372,70000,USA,White
2373,210000,China,Korean
2374,140000,USA,African American
2375,50000,Canada,Black
2376,122485,China,Korean
2377,169159,China,Chinese
2378,187081,Australia,Asian
2379,166109,Canada,White
2380,78354,China,Korean
2381,90249,China,White
2382,132720,Canada,Asian
2383,161568,USA,White
2384,127346,Australia,Asian
2385,120177,UK,Mixed
2386,69032,UK,Asian
2387,101332,Australia,Australian
2388,121450,Australia,Australian
2389,166375,Canada,Asian
2390,185119,Canada,Black
2391,149217,China,White
2392,166512,UK,Welsh
2393,186963,Australia,Australian
2394,75072,USA,Hispanic
2395,163398,UK,Mixed
2396,103947,Australia,Asian
2397,179180,China,White
2398,175966,China,Korean
2399,190004,China,White
2400,152039,USA,Asian
2401,76742,Australia,Australian
2402,191790,China,Korean
2403,139398,China,Chinese
2404,95845,UK,Asian
2405,160976,USA,African American
2406,126753,Australia,White
2407,161393,UK,Asian
2408,139817,Canada,White
2409,181714,Canada,White
2410,114776,Australia,Asian
2411,105725,Canada,White
2412,52731,Canada,Black
2413,106492,Australia,Asian
2414,73895,Canada,White
2415,119836,UK,Asian
2416,99747,Australia,Australian
2417,168287,USA,White
2418,115920,China,Korean
2419,128078,Canada,Asian
2420,51265,USA,Asian
2421,165919,Australia,White
2422,188651,Canada,Asian
2423,55538,USA,Asian
2424,193964,UK,Asian
2425,104702,Australia,Asian
2426,172955,USA,African American
2427,138032,USA,Hispanic
2428,82683,UK,Mixed
2429,155414,UK,White
2430,154207,Canada,White
2431,107895,USA,White
2432,148446,China,White
2433,102859,UK,White
2434,138662,China,Korean
2435,181699,China,White
2436,188232,Canada,Black
2437,51832,UK,White
2438,188484,China,Chinese
2439,138286,UK,Asian
2440,181132,China,Korean
2441,73938,USA,Asian
2442,119224,USA,White
2443,101186,China,Korean
2444,142360,Canada,Asian
2445,151315,Australia,Australian
2446,181021,USA,White
2447,134641,Australia,White
2448,173851,Australia,Australian
2449,104127,Australia,White
2450,178859,Canada,White
2451,98568,Australia,White
2452,104661,Canada,Asian
2453,134858,USA,Hispanic
2454,94502,UK,Asian
2455,62852,China,White
2456,122485,UK,White
2457,169159,China,White
2458,187081,UK,Asian
2459,166109,China,White
2460,78354,China,White
2461,90249,China,Chinese
2462,132720,USA,African American
2463,161568,USA,Hispanic
2464,127346,USA,Asian
2465,120177,Canada,White
2466,69032,USA,African American
2467,101332,China,White
2468,121450,Canada,Black
2469,166375,China,White
2470,185119,Canada,White
2471,149217,China,Chinese
2472,166512,UK,White
2473,186963,China,Korean
2474,75072,Canada,Asian
2475,163398,China,Chinese
2476,103947,Canada,Black
2477,179180,Australia,Asian
2478,175966,Australia,Asian
2479,190004,USA,White
2480,152039,Australia,Asian
2481,76742,USA,Asian
2482,191790,China,Chinese
2483,139398,China,White
2484,95845,China,White
2485,160976,China,White
2486,126753,Australia,White
2487,161393,USA,Asian
2488,139817,Australia,White
2489,181714,China,White
2490,114776,USA,Asian
2491,105725,China,Chinese
2492,52731,Canada,Black
2493,106492,China,Chinese
2494,73895,Canada,Black
2495,119836,UK,Welsh
2496,99747,Australia,Australian
2497,168287,USA,White
2498,115920,Australia,Asian
2499,128078,USA,Hispanic
2500,51265,UK,Mixed
2501,165919,Australia,Australian
2502,188651,China,Korean
2503,55538,USA,Hispanic
2504,193964,Australia,Asian
2505,104702,China,White
2506,172955,UK,Mixed
2507,138032,China,Korean
2508,82683,China,Chinese
2509,155414,China,Chinese
2510,154207,UK,Asian
2511,107895,Canada,White
2512,148446,Canada,Asian
2513,102859,UK,Welsh
2514,138662,USA,Asian
2515,181699,Australia,Asian
2516,188232,UK,Mixed
2517,51832,USA,White
2518,188484,China,White
2519,138286,UK,Welsh
2520,181132,Australia,Australian
2521,73938,Canada,White
2522,119224,China,Korean
2523,101186,USA,Asian
2524,142360,USA,African American
2525,151315,USA,White
2526,181021,UK,Mixed
2527,134641,China,White
2528,173851,China,Korean
2529,104127,USA,African American
2530,178859,Canada,Asian
2531,98568,Canada,Black
2532,104661,USA,Hispanic
2533,134858,Canada,White
2534,94502,UK,Welsh
2535,62852,China,Chinese
2536,139095,UK,Asian
2537,106278,China,Korean
2538,90452,USA,Hispanic
2539,168304,China,White
2540,126593,China,White
2541,152203,Canada,White
2542,183138,USA,African American
2543,130275,China,Korean
2544,191915,Canada,Asian
2545,62807,USA,African American
2546,174305,UK,Mixed
2547,133326,USA,Asian
2548,75656,China,Chinese
2549,155944,UK,White
2550,137775,Australia,Asian
2551,51831,Australia,Asian
2552,182237,China,Korean
2553,151901,UK,Mixed
2554,100052,Australia,Australian
2555,158254,China,White
2556,167207,UK,Mixed
2557,112439,UK,Mixed
2558,194214,UK,White
2559,84407,China,Korean
2560,139413,UK,Welsh
2561,143084,China,White
2562,192344,USA,White
2563,106132,Australia,Asian
2564,184816,USA,Hispanic
2565,150248,Australia,Asian
2566,170995,China,Korean
2567,88035,Canada,Asian
2568,119419,China,Chinese
2569,173582,Canada,Black
2570,174436,Canada,Black
2571,71699,Canada,Asian
2572,163558,USA,Hispanic
2573,166828,USA,Asian
2574,144496,China,Korean
2575,193746,Canada,Asian
2576,122581,Australia,Australian
2577,79767,USA,African American
2578,177177,Australia,White
2579,89843,Australia,Asian
2580,113563,UK,Mixed
2581,128712,Australia,Asian
2582,161621,USA,Hispanic
2583,121454,USA,White
2584,179987,USA,White
2585,72649,Australia,White
2586,52612,UK,Welsh
2587,184006,USA,White
2588,131960,USA,Asian
2589,102465,USA,White
2590,149748,UK,White
2591,171036,Australia,Australian
2592,146351,China,Chinese
2593,185462,Canada,Black
2594,107718,USA,White
2595,90944,Canada,Asian
2596,100425,UK,White
2597,63901,Canada,White
2598,181902,China,Korean
2599,136533,UK,White
2600,136285,Canada,White
2601,191818,Australia,Australian
2602,176643,Canada,Black
2603,70022,USA,White
2604,99363,Australia,Asian
2605,152944,USA,African American
2606,123386,USA,Hispanic
2607,168906,USA,African American
2608,183020,China,Chinese
2609,47898,USA,African American
2610,135853,USA,Hispanic
2611,149198,China,Korean
2612,106662,Canada,Asian
2613,186610,Canada,White
2614,89995,UK,Welsh
2615,85825,China,Chinese
2616,143814,China,Korean
2617,174726,UK,Asian
2618,150534,UK,White
2619,68732,UK,Mixed
2620,187951,UK,White
2621,137336,Australia,White
2622,191159,China,White
2623,102868,China,Korean
2624,154281,USA,White
2625,111535,Canada,Black
2626,107906,UK,Mixed
2627,143885,China,White
2628,180958,Australia,Asian
2629,108607,USA,Asian
2630,178284,USA,Asian
2631,75969,Australia,White
2632,143705,Australia,Asian
2633,197354,UK,White
2634,174324,USA,African American
2635,123781,USA,Hispanic
2636,141735,China,Chinese
2637,187120,Australia,White
2638,61095,Australia,Asian
2639,179045,USA,African American
2640,130355,Canada,Asian
2641,103282,USA,White
2642,157872,Australia,Asian
2643,117314,UK,Mixed
2644,186321,UK,Welsh
2645,129686,USA,White
2646,68611,UK,White
2647,177913,UK,Asian
2648,68472,China,Korean
2649,113065,China,Korean
2650,125091,Canada,White
2651,172925,UK,Mixed
2652,126916,UK,Mixed
2653,183417,USA,White
2654,76898,UK,White
2655,579,UK,Mixed
2656,65000,UK,Asian
2657,120000,Australia,Asian
2658,90000,Australia,Asian
2659,190000,Australia,White
2660,140000,USA,African American
2661,75000,UK,Welsh
2662,160000,China,Korean
2663,130000,China,White
2664,60000,UK,Mixed
2665,220000,Canada,Asian
2666,80000,Australia,Australian
2667,130000,Australia,White
2668,65000,Australia,Asian
2669,170000,Canada,Black
2670,110000,Australia,White
2671,50000,USA,White
2672,210000,USA,Hispanic
2673,100000,China,White
2674,50000,China,Korean
2675,160000,USA,African American
2676,70000,USA,Hispanic
2677,190000,USA,White
2678,140000,USA,Asian
2679,45000,China,Chinese
2680,120000,Australia,Australian
2681,60000,USA,African American
2682,150000,China,White
2683,70000,UK,Asian
2684,200000,China,Chinese
2685,100000,China,Chinese
2686,55000,Canada,White
2687,170000,Australia,White
2688,90000,USA,White
2689,80000,China,Chinese
2690,180000,Australia,Asian
2691,60000,USA,Asian
2692,120000,USA,African American
2693,70000,Australia,Asian
2694,210000,China,Chinese
2695,140000,USA,Hispanic
2696,50000,UK,Welsh
2697,110000,USA,African American
2698,60000,Australia,Australian
2699,160000,UK,White
2700,75000,China,Chinese
2701,200000,Australia,Australian
2702,100000,Canada,Black
2703,55000,USA,African American
2704,170000,USA,Hispanic
2705,90000,UK,White
2706,80000,China,White
2707,180000,UK,Mixed
2708,60000,China,White
2709,120000,UK,Asian
2710,70000,UK,Mixed
2711,210000,Canada,Asian
2712,140000,Canada,Asian
2713,50000,China,Korean
2714,110000,UK,Welsh
2715,60000,USA,Asian
2716,160000,Canada,Asian
2717,75000,Canada,Black
2718,200000,Canada,Black
2719,100000,USA,Hispanic
2720,55000,China,White
2721,170000,USA,White
2722,90000,UK,Welsh
2723,80000,China,White
2724,180000,China,Korean
2725,60000,USA,White
2726,120000,China,Chinese
2727,70000,Canada,Black
2728,210000,USA,White
2729,140000,Canada,Asian
2730,50000,China,Korean
2731,110000,Australia,Asian
2732,60000,Canada,White
2733,160000,USA,African American
2734,75000,Australia,Australian
2735,200000,UK,Mixed
2736,100000,USA,White
2737,55000,Australia,Asian
2738,170000,China,Chinese
2739,90000,USA,Hispanic
2740,80000,UK,Welsh
2741,180000,China,White
2742,60000,Canada,White
2743,120000,Australia,Asian
2744,70000,China,Korean
2745,210000,Canada,Asian
2746,140000,China,Chinese
2747,50000,USA,Hispanic
2748,110000,Canada,Asian
2749,60000,USA,Hispanic
2750,160000,USA,White
2751,75000,Australia,Australian
2752,200000,UK,Mixed
2753,100000,China,Chinese
2754,55000,China,Chinese
2755,170000,UK,White
2756,90000,USA,African American
2757,80000,China,White
2758,180000,China,White
2759,60000,Australia,Australian
2760,120000,China,Korean
2761,70000,China,White
2762,210000,UK,Welsh
2763,140000,UK,Welsh
2764,50000,Australia,White
2765,110000,USA,African American
2766,60000,UK,Asian
2767,160000,USA,Asian
2768,75000,USA,African American
2769,200000,China,Korean
2770,100000,China,Korean
2771,55000,USA,African American
2772,170000,USA,African American
2773,90000,China,Korean
2774,80000,USA,Hispanic
2775,180000,USA,Hispanic
2776,60000,Canada,Asian
2777,120000,Canada,White
2778,70000,China,Chinese
2779,210000,Australia,White
2780,103579,China,Chinese
2781,163780,Canada,Asian
2782,137878,Australia,Asian
2783,92438,China,White
2784,84181,UK,Mixed
2785,174821,China,White
2786,126520,China,Korean
2787,152168,Australia,Australian
2788,190543,UK,Welsh
2789,131547,UK,Welsh
2790,192292,UK,Asian
2791,52807,UK,White
2792,174938,USA,Hispanic
2793,124071,China,White
2794,73640,USA,Asian
2795,156486,China,White
2796,138859,China,White
2797,52831,Canada,White
2798,182392,USA,Hispanic
2799,151078,Canada,Black
2800,100679,China,Chinese
2801,158966,Canada,Black
2802,167924,Australia,Australian
2803,113334,China,White
2804,194778,Canada,White
2805,77606,China,Korean
2806,140010,China,White
2807,142421,USA,White
2808,192756,China,Korean
2809,106686,Australia,Asian
2810,186794,China,White
2811,150729,Canada,White
2812,171652,UK,White
2813,88552,USA,Asian
2814,119918,USA,Asian
2815,174985,China,Korean
2816,174336,Canada,Asian
2817,72389,Canada,White
2818,163978,China,Chinese
2819,166958,UK,Welsh
2820,145052,USA,Asian
2821,195270,China,White
2822,122970,Canada,White
2823,80247,Australia,White
2824,177862,UK,Mixed
2825,91062,USA,African American
2826,114290,Australia,Asian
2827,128999,China,Korean
2828,162454,China,White
2829,122354,USA,African American
2830,179756,UK,Welsh
2831,73218,Canada,White
2832,52612,UK,Mixed
2833,184480,Canada,Black
2834,132442,UK,Welsh
2835,102828,Australia,White
2836,150301,Canada,Asian
2837,171468,China,Korean
2838,147326,UK,Asian
2839,185982,China,White
2840,108267,Canada,White
2841,91397,UK,Welsh
2842,100867,China,Chinese
2843,64182,China,White
2844,182506,UK,Asian
2845,136986,Australia,White
2846,136662,Australia,Australian
2847,191510,USA,White
2848,177347,UK,Asian
2849,70397,USA,Hispanic
2850,146075,USA,White
2851,155795,UK,Mixed
2852,132638,China,Korean
2853,178684,UK,Welsh
2854,106218,USA,White
2855,191239,USA,African American
2856,65840,UK,Asian
2857,52779,Canada,Asian
2858,185038,Canada,Asian
2859,136449,UK,White
2860,110707,China,Korean
2861,151670,Canada,Black
2862,167015,UK,Asian
2863,146508,USA,Hispanic
2864,190596,UK,Asian
2865,104378,UK,Welsh
2866,70216,USA,White
2867,101733,USA,White
2868,55935,UK,Asian
2869,180367,China,Korean
2870,135596,UK,Asian
2871,136062,USA,White
2872,191267,Australia,Asian
2873,177347,UK,White
2874,70397,Australia,White
2875,146075,Australia,Australian
2876,155795,China,White
2877,132638,China,White
2878,178684,Canada,Asian
2879,106218,Australia,Australian
2880,191239,Australia,Australian
2881,65840,Canada,Black
2882,52779,China,Korean
2883,185038,USA,Hispanic
2884,136449,China,Korean
2885,110707,UK,Welsh
2886,151670,Canada,White
2887,167015,China,White
2888,146508,Canada,White
2889,190596,USA,African American
2890,104378,USA,Asian
2891,70216,UK,Welsh
2892,101733,China,White
2893,55935,USA,Asian
2894,180367,USA,White
2895,135596,China,Korean
2896,136062,USA,Hispanic
2897,191267,USA,White
2898,177347,China,Chinese
2899,103579,Canada,Black
2900,163780,UK,Welsh
2901,137878,China,Chinese
2902,92438,Canada,Black
2903,84181,Canada,Asian
2904,174821,Canada,Asian
2905,126520,China,Chinese
2906,152168,USA,White
2907,190543,China,Korean
2908,131547,Canada,Asian
2909,192292,USA,African American
2910,52807,UK,White
2911,174938,USA,African American
2912,124071,USA,Hispanic
2913,73640,Canada,White
2914,156486,Australia,Asian
2915,138859,USA,White
2916,52831,China,White
2917,182392,USA,Asian
2918,151078,USA,Asian
2919,100679,USA,White
2920,158966,Canada,Black
2921,167924,Canada,Black
2922,113334,Canada,Asian
2923,194778,Canada,Asian
2924,77606,USA,White
2925,140010,Australia,White
2926,142421,Canada,Black
2927,192756,Canada,Asian
2928,106686,USA,White
2929,186794,China,Korean
2930,150729,Australia,Asian
2931,171652,Australia,Asian
2932,88552,Canada,Black
2933,119918,Australia,White
2934,174985,Australia,Asian
2935,174336,USA,Hispanic
2936,72389,UK,Mixed
2937,163978,USA,Hispanic
2938,166958,Australia,White
2939,145052,Australia,Australian
2940,195270,UK,Asian
2941,122970,Australia,White
2942,80247,UK,Asian
2943,177862,USA,African American
2944,91062,Canada,Black
2945,114290,Australia,White
2946,128999,Canada,Black
2947,162454,UK,Welsh
2948,122354,China,Korean
2949,179756,USA,African American
2950,73218,USA,Hispanic
2951,52612,USA,African American
2952,184480,Australia,White
2953,132442,UK,Asian
2954,102828,Canada,White
2955,150301,Australia,Australian
2956,171468,Australia,Asian
2957,147326,China,White
2958,185982,China,Chinese
2959,108267,UK,Welsh
2960,91397,Australia,Australian
2961,100867,Australia,Australian
2962,64182,USA,Hispanic
2963,182506,UK,White
2964,136986,UK,Mixed
2965,136662,Australia,White
2966,191510,UK,Welsh
2967,177347,Canada,Asian
2968,70397,USA,Asian
2969,146075,China,White
2970,155795,Canada,Asian
2971,132638,China,Korean
2972,178684,Australia,White
2973,106218,Australia,Asian
2974,191239,Canada,White
2975,65840,USA,Asian
2976,52779,UK,Asian
2977,185038,Australia,Asian
2978,136449,China,Korean
2979,110707,China,Chinese
2980,151670,USA,African American
2981,167015,UK,White
2982,146508,Australia,Asian
2983,190596,China,Chinese
2984,104378,USA,African American
2985,70216,China,Korean
2986,101733,China,Chinese
2987,55935,UK,White
2988,180367,UK,Asian
2989,135596,UK,Welsh
2990,136062,UK,Asian
2991,191267,Australia,White
2992,177347,UK,Asian
2993,70397,China,Korean
2994,146075,USA,Hispanic
2995,155795,USA,White
2996,132638,UK,White
2997,178684,China,Chinese
2998,106218,Canada,White
2999,191239,Australia,Australian
3000,65840,Australia,Australian
3001,52779,Australia,White
3002,185038,USA,White
3003,136449,Canada,White
3004,110707,Canada,Asian
3005,151670,USA,African American
3006,167015,Canada,White
3007,146508,China,Korean
3008,190596,USA,African American
3009,104378,USA,Asian
3010,70216,USA,African American
3011,101733,Australia,Australian
3012,55935,China,Korean
3013,180367,UK,Mixed
3014,135596,Australia,Australian
3015,136062,China,White
3016,191267,Australia,Australian
3017,177347,Australia,White
3018,103579,Australia,Australian
3019,163780,China,Korean
3020,137878,UK,Mixed
3021,92438,USA,Hispanic
3022,84181,UK,White
3023,174821,UK,White
3024,126520,USA,African American
3025,152168,UK,Welsh
3026,190543,USA,White
3027,131547,China,Chinese
3028,192292,UK,Mixed
3029,52807,Australia,White
3030,174938,China,White
3031,124071,China,Korean
3032,73640,UK,Asian
3033,156486,USA,African American
3034,138859,Canada,White
3035,52831,USA,Asian
3036,182392,UK,Asian
3037,151078,Canada,White
3038,100679,Canada,White
3039,158966,UK,Asian
3040,167924,UK,Asian
3041,113334,Canada,White
3042,194778,UK,Welsh
3043,77606,UK,Mixed
3044,140010,USA,Asian
3045,142421,Canada,Black
3046,192756,Canada,Asian
3047,106686,Australia,Asian
3048,186794,China,White
3049,150729,USA,Asian
3050,171652,UK,Welsh
3051,88552,USA,Hispanic
3052,119918,USA,Asian
3053,174985,UK,Mixed
3054,174336,Australia,Asian
3055,72389,China,Chinese
3056,163978,Canada,Black
3057,166958,UK,Asian
3058,145052,UK,Welsh
3059,195270,Canada,Asian
3060,122970,Australia,White
3061,80247,Australia,Australian
3062,177862,Canada,White
3063,91062,China,Korean
3064,114290,Canada,Asian
3065,128999,USA,Asian
3066,162454,USA,African American
3067,122354,Canada,White
3068,179756,UK,Mixed
3069,73218,Canada,White
3070,52612,UK,White
3071,185038,Canada,White
3072,132442,UK,Asian
3073,102828,USA,Hispanic
3074,150301,Canada,Black
3075,171468,Canada,Black
3076,147326,Australia,Australian
3077,185982,Canada,Asian
3078,108267,Australia,Australian
3079,91397,Canada,Black
3080,100867,Canada,Black
3081,64182,UK,Asian
3082,182506,USA,African American
3083,136986,Australia,Asian
3084,136662,USA,Hispanic
3085,191510,China,Chinese
3086,177347,UK,Welsh
3087,82944,China,Chinese
3088,188288,Canada,Black
3089,141090,UK,Mixed
3090,152726,Australia,Australian
3091,124141,Australia,Australian
3092,67556,Canada,Asian
3093,182768,China,Chinese
3094,148727,UK,Asian
3095,91903,USA,Asian
3096,147708,USA,White
3097,163209,Australia,Australian
3098,120288,China,White
3099,170226,UK,Welsh
3100,134979,China,Chinese
3101,137489,UK,Mixed
3102,83577,China,Korean
3103,117904,Canada,White
3104,134482,China,Korean
3105,184660,Australia,Australian
3106,100151,UK,Mixed
3107,88678,USA,Asian
3108,181285,Canada,White
3109,154990,USA,White
3110,108204,Canada,Black
3111,175684,Canada,Black
3112,77766,USA,Hispanic
3113,192211,China,Chinese
3114,144647,Canada,Black
3115,162231,China,Chinese
3116,121120,Canada,Asian
3117,79652,Canada,White
3118,177002,Canada,Black
3119,87584,UK,White
3120,131860,China,Chinese
3121,182013,USA,African American
3122,108799,China,White
3123,135378,Canada,Black
3124,183530,USA,Asian
3125,150901,UK,Welsh
3126,82697,UK,White
3127,194638,UK,Asian
3128,130356,Australia,Asian
3129,152560,Australia,Australian
3130,121432,Canada,White
3131,63789,Canada,Black
3132,183690,China,Korean
3133,151310,Australia,Asian
3134,100358,Canada,White
3135,148437,UK,White
3136,168691,Australia,Asian
3137,,Canada,White
3138,50000,USA,White
3139,100000,Australia,Asian
3140,60000,Canada,White
3141,90000,USA,African American
3142,70000,USA,African American
3143,170000,Australia,White
3144,130000,Canada,White
3145,50000,China,Chinese
3146,120000,Australia,Asian
3147,80000,Australia,Australian
3148,200000,Canada,White
3149,100000,USA,Hispanic
3150,55000,Canada,Asian
3151,170000,USA,White
3152,90000,Canada,Asian
3153,80000,Australia,Asian
3154,180000,Australia,White
3155,60000,USA,African American
3156,120000,Australia,White
3157,70000,Canada,White
3158,210000,UK,Mixed
3159,140000,Canada,White
3160,50000,Australia,Asian
3161,110000,Canada,Black
3162,60000,Australia,Asian
3163,160000,UK,White
3164,75000,China,White
3165,200000,Australia,White
3166,100000,USA,African American
3167,55000,UK,Mixed
3168,170000,Canada,White
3169,90000,USA,African American
3170,80000,Australia,White
3171,180000,UK,Mixed
3172,60000,USA,Asian
3173,120000,Australia,Asian
3174,70000,Australia,Australian
3175,210000,Canada,White
3176,140000,Canada,Asian
3177,50000,UK,Welsh
3178,110000,Australia,White
3179,60000,UK,Welsh
3180,160000,UK,White
3181,75000,China,White
3182,200000,China,Chinese
3183,100000,UK,Mixed
3184,55000,UK,Mixed
3185,170000,Australia,Asian
3186,90000,USA,Asian
3187,80000,Canada,Asian
3188,180000,Australia,Asian
3189,60000,Australia,Asian
3190,120000,USA,Hispanic
3191,70000,China,Chinese
3192,210000,UK,Mixed
3193,140000,USA,Asian
3194,50000,China,Korean
3195,110000,Canada,Asian
3196,60000,China,Korean
3197,160000,Canada,White
3198,75000,UK,Asian
3199,200000,USA,White
3200,100000,Canada,Asian
3201,55000,USA,White
3202,170000,Canada,Black
3203,90000,USA,Asian
3204,80000,China,Chinese
3205,180000,USA,Asian
3206,60000,Australia,White
3207,120000,UK,Asian
3208,70000,UK,Welsh
3209,210000,Australia,Asian
3210,140000,Australia,Australian
3211,50000,UK,Mixed
3212,110000,Canada,White
3213,60000,USA,African American
3214,160000,China,White
3215,75000,Canada,Asian
3216,200000,UK,White
3217,100000,Australia,Australian
3218,55000,China,Chinese
3219,170000,Canada,Black
3220,90000,USA,White
3221,80000,China,Chinese
3222,180000,USA,White
3223,60000,USA,African American
3224,120000,USA,Asian
3225,70000,UK,Asian
3226,210000,UK,White
3227,140000,UK,Welsh
3228,50000,China,Chinese
3229,110000,Canada,Black
3230,60000,USA,White
3231,160000,Canada,Black
3232,75000,China,Korean
3233,200000,Canada,White
3234,100000,Canada,Black
3235,55000,Canada,Asian
3236,170000,Australia,White
3237,90000,Australia,White
3238,80000,UK,Asian
3239,180000,Canada,Asian
3240,60000,China,White
3241,120000,Canada,White
3242,70000,Canada,White
3243,210000,USA,White
3244,140000,UK,White
3245,50000,USA,Hispanic
3246,110000,USA,African American
3247,60000,UK,Welsh
3248,160000,China,Korean
3249,75000,Australia,Australian
3250,200000,Australia,Asian
3251,100000,Canada,White
3252,55000,Australia,Asian
3253,170000,Canada,Black
3254,90000,USA,White
3255,80000,USA,African American
3256,180000,Canada,White
3257,60000,Australia,Australian
3258,120000,Canada,White
3259,70000,UK,Welsh
3260,210000,USA,White
3261,140000,UK,Welsh
3262,80000,USA,Asian
3263,70000,UK,Welsh
3264,180000,USA,Hispanic
3265,60000,USA,African American
3266,120000,UK,White
3267,70000,USA,Asian
3268,210000,UK,Welsh
3269,140000,China,Chinese
3270,50000,Canada,Asian
3271,110000,USA,African American
3272,60000,Canada,Asian
3273,160000,UK,Mixed
3274,75000,UK,Asian
3275,200000,Australia,Asian
3276,100000,Australia,Asian
3277,55000,Australia,White
3278,170000,UK,White
3279,90000,China,White
3280,80000,Canada,Black
3281,180000,Australia,Australian
3282,60000,UK,White
3283,120000,Australia,White
3284,70000,USA,African American
3285,210000,Australia,Australian
3286,140000,Australia,White
3287,50000,Australia,Australian
3288,110000,China,Korean
3289,60000,UK,White
3290,160000,UK,White
3291,75000,USA,African American
3292,200000,China,Korean
3293,100000,USA,Asian
3294,55000,UK,White
3295,170000,Australia,White
3296,90000,USA,White
3297,80000,Canada,White
3298,180000,Australia,White
3299,60000,Australia,Australian
3300,120000,China,Korean
3301,70000,Australia,Asian
3302,210000,USA,White
3303,140000,China,Chinese
3304,50000,Canada,White
3305,110000,Australia,Asian
3306,60000,China,Chinese
3307,160000,China,White
3308,75000,Canada,Asian
3309,200000,UK,Mixed
3310,100000,UK,Welsh
3311,55000,Canada,White
3312,170000,USA,Asian
3313,90000,Canada,Asian
3314,80000,USA,Asian
3315,180000,UK,White
3316,60000,UK,Welsh
3317,120000,USA,White
3318,70000,USA,Asian
3319,210000,China,Chinese
3320,140000,USA,Hispanic
3321,50000,Canada,Black
3322,110000,Canada,Black
3323,60000,Canada,Black
3324,160000,Canada,Black
3325,75000,Australia,Australian
3326,200000,Canada,White
3327,100000,Australia,Australian
3328,55000,UK,Welsh
3329,170000,Canada,Asian
3330,90000,Australia,White
3331,80000,UK,Asian
3332,180000,UK,Welsh
3333,60000,Australia,White
3334,120000,UK,Asian
3335,70000,Australia,Asian
3336,210000,Canada,White
3337,140000,Canada,Black
3338,50000,UK,Asian
3339,110000,UK,White
3340,60000,China,Korean
3341,160000,USA,African American
3342,75000,USA,Hispanic
3343,200000,China,Korean
3344,100000,USA,African American
3345,55000,Australia,Australian
3346,170000,China,White
3347,90000,USA,Hispanic
3348,80000,USA,Asian
3349,180000,Australia,White
3350,60000,Canada,Asian
3351,120000,China,White
3352,70000,Australia,White
3353,210000,Canada,Black
3354,140000,UK,Mixed
3355,50000,Australia,White
3356,110000,Australia,Australian
3357,60000,USA,White
3358,160000,Australia,Australian
3359,75000,USA,Hispanic
3360,200000,USA,African American
3361,100000,China,Korean
3362,55000,Australia,Asian
3363,170000,UK,Asian
3364,90000,Canada,White
3365,80000,China,Chinese
3366,180000,USA,White
3367,60000,UK,Mixed
3368,120000,China,White
